"collectionCode","catalogNumber","verbatimCountry","Country","verbatimStateProvince","StateProvince","verbatimCounty","County","verbatimIsland","Island"
"Mammals","76108","SOUTH AFRICA","South Africa","NATAL","KwaZulu-Natal","ZULULAND",,,
"Mammals","68693","Uganda","Uganda",,"Western","Bunyoro",,,
"Mammals","78121","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,
"Mammals","14358","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,
"Mammals","14357","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,
"Mammals","78101","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,
"Mammals","78102","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,
"Mammals","78234","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,
"Mammals","35416","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35415","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35409","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35372","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35408","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35399","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35370","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35412","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35410","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35365","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35414","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35385","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35367","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35369","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35413","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35368","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35417","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35366","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35388","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35387","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35418","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35400","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35407","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35371","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35386","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35398","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,
"Mammals","35396","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35402","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35393","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35401","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35419","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35352","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35426","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35362","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35420","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35424","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35425","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35422","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35359","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35394","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35428","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35427","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35395","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35423","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35363","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35364","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35430","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35354","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35429","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","35397","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,
"Mammals","3609250002","Ireland","Ireland","Kerry","Munster",,"Kerry",,
"Mammals","78736","Belize","Belize",,"Stann Creek","Stann Creek",,,
"Mammals","78665","Belize","Belize",,"Stann Creek","Stann Creek",,,
"Mammals","78666","Belize","Belize",,"Stann Creek","Stann Creek",,,
"Mammals","90984","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","91066","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90985","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","114294","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90989","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90873","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90874","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90982","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90867","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90872","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90988","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90868","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90876","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90986","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","91041","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90875","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90870","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90983","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90869","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90871","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","90987","Canada","Canada","British Columbia","British Columbia","New Westminster","Greater Vancouver",,
"Mammals","27627","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23302","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23319","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23047","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","27628","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25251","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23299","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23304","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25249","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25250","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23298","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23333","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23300","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23303","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","16476","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","16471","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","23301","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25713","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25722","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25720","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25714","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","24954","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25710","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25711","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25719","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25715","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25716","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25701","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25717","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25712","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25723","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25687","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25702","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25691","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","10837","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25727","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25703","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25247","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25708","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25696","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25679","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25680","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25681","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25726","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25683","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25246","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25693","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25686","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25685","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25684","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25700","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25699","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25697","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25706","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25692","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25705","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25718","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25704","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25694","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25707","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25698","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25252","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25689","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25709","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25721","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25695","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25688","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25690","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","25682","Canada","Canada","Northwest Territories","Northwest Territories","Mackenzie",,,
"Mammals","88097","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74987","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74983","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75007","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75009","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75021","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74996","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74982","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75020","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","20672","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32707","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32706","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32620","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32611","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32761","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32610","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75006","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32601","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75029","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32632","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32602","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75033","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83425","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83460","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83434","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83433","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83432","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83431","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","101845","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74949","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74974","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75017","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74991","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75018","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32744","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74973","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32710","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75032","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74977","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75026","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74990","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","74989","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","75005","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85416","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32605","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85366","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85364","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85360","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85362","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85361","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85428","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85365","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85368","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85415","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85369","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85418","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85419","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85420","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85421","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85422","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85425","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85424","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85423","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85417","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32588","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32669","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","20671","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32590","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32589","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32603","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32604","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32619","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32626","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85367","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32628","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32633","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32743","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32634","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83711","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83708","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83709","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83710","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","84009","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","85363","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32627","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32511","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32676","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32667","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32606","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32586","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32580","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32579","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32577","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32576","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32536","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32575","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83442","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32509","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","86816","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","3605010004","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32670","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32713","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32741","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32671","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32657","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","18628","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83437","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83443","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","96838","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32742","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","20673","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83456","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83457","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83458","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83459","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83461","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83447","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32683","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32663","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32662","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32661","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32709","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32658","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32524","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32681","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32682","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32664","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","21405","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32712","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32711","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32737","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","86046","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","86045","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","86044","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83436","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32659","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83731","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83466","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83462","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","27558","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32555","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32510","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32512","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32535","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32607","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32631","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32616","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83441","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32677","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83453","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83733","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83732","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","83730","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","18809","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
"Mammals","32642","Canada","Canada","Ontario","Ontario","Hamilton-Wentworth","Hamilton",,
