"collectionCode","catalogNumber","verbatimCountry","Country","verbatimStateProvince","StateProvince","verbatimCounty","County","verbatimIslandGroup","IslandGroup","verbatimIsland","Island"
"Mammals","83069","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83070","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83071","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82089","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82064","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82092","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82107","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82098","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81811","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82029","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82275","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81837","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81927","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81839","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81840","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81843","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81833","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81822","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81841","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81821","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81812","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81814","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81813","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81828","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81817","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81809","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81819","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81801","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81818","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81894","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81863","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81864","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81865","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81892","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81867","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81849","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81893","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81853","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81895","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81860","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81859","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81866","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81858","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81845","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81857","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81856","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81855","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81799","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81896","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81808","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82058","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82057","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82055","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82116","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81906","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81907","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81897","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81877","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81862","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81872","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81861","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81829","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82095","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82094","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82060","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83064","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82390","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82372","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81852","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81871","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81882","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81873","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81874","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81887","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81876","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81869","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81878","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81879","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81854","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81881","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81904","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81844","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81875","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81791","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81807","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81806","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81805","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81804","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81803","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81880","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81889","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81850","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81848","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81847","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81846","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81868","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81886","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81851","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81901","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81870","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81888","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81905","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81890","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81891","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81825","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81899","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81884","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81902","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81903","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81838","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81883","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81958","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82153","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82126","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82117","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82311","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81949","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82052","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81955","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81954","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81966","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81952","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82381","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81950","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81959","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82113","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81947","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82027","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81945","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81944","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81943","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83078","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81953","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82123","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82343","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83087","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82124","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82036","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82007","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81991","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81989","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81974","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82088","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82154","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82115","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82229","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82122","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82121","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82120","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82119","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82047","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81967","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82282","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81802","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81968","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82125","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81938","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81915","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81914","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81913","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81912","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81911","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81910","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81918","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81932","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81951","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81939","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81942","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81937","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81936","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81935","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81924","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81933","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81925","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81930","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81929","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81928","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81971","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81961","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81978","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81977","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81976","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81975","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81957","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81972","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81940","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81965","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81964","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81898","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81962","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81917","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81960","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81973","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81916","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81923","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81922","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81921","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81920","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81919","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81948","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81963","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82074","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82082","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82070","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82079","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82071","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82077","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83066","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82075","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82112","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82073","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82056","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82080","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83074","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83073","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83068","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82076","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82110","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82068","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82104","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82105","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82106","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82001","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82108","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82083","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82097","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81946","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82067","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82066","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82065","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83079","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82111","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83062","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82084","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83075","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83084","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83065","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","81885","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82018","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83091","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83090","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82087","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83088","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83067","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83085","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83081","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83080","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82078","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82118","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82086","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82085","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83089","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82166","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83061","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82081","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82072","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82054","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82062","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83063","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82051","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","82063","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83060","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83059","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","83077","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","17862","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","3509110012","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","3509110011","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","17868","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","3509110013","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","10113","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","10114","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","10168","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","10712","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","3504110041","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","17861","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","18943","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","18944","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","17860","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","18947","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","18946","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","16175","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","37326","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","13005","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","17863","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","37328","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","37329","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","91303","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","91304","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","10713","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21043","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","37327","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21445","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21444","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21462","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21443","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21441","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","16549","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21042","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","27880","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21450","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21442","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21449","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21453","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21452","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","114259","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21451","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21455","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21446","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21456","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21457","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21458","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21448","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21461","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21459","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21460","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21447","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21454","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88815","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","15709","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87592","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88816","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88818","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88804","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88812","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88800","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87572","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87608","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88808","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","32552","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87587","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88809","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88810","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","3103130002","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","80153","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87601","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87571","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88813","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","80136","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87566","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87568","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87567","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","22800","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87570","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87606","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88811","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87604","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88819","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88805","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87579","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87569","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87603","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88807","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87602","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88814","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88821","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87605","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88802","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87590","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87591","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","80137","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87558","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87594","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87595","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87556","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87559","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87562","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87561","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88803","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87564","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88822","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87557","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88801","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87573","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87580","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","80089","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87599","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87597","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87596","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87563","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87600","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88806","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87581","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87576","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87565","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87583","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87555","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87582","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87588","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87578","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87607","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","88823","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87598","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","80088","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87586","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87577","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87589","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87585","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87584","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","87560","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","24018","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24034","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24025","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24045","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24024","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24043","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24035","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24039","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24033","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24040","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24041","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24036","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24022","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24029","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24023","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24044","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24049","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24047","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
"Mammals","24030","CANADA","Canada","QUEBEC","Québec","ABITIBI-OUEST","Abitibi-Témiscamingue",,,,
